time	cpu_load	system_cpu_load	java_cpu_load	memory_load
2022-12-12T01:55:50.465562100	0.02510089599809125	0.09654602144603451	0.259988921574792	0.2479854
2022-12-12T01:55:51.493593100	0.03169560161688179	0.138660458284377	0.22858428429450073	0.24783157
2022-12-12T01:55:52.521578900	0.039227530219634	0.17240932594649894	0.2275255703499871	0.24806681
2022-12-12T01:55:53.547689100	0.04568189844906665	0.20388479200937137	0.22405741006404697	0.24737358
time	cpu_load	system_cpu_load	memory_load	 Average
2022-12-12T01:55:54.335663400	0.15287514942157046	0.035426481570918426	0.2478143386542797
time	cpu_load	system_cpu_load	memory_load	 Highest
2022-12-12T01:55:54.335663400	0.20388479200937137	0.04568189844906665	0.24806681275367737
time	cpu_load	system_cpu_load	memory_load	 Lowest
2022-12-12T01:55:54.335663400	0.09654602144603451	0.02510089599809125	0.09654602144603451
