time	cpu_load	system_cpu_load	java_cpu_load	memory_load
2022-12-17T21:55:17.428496100	0.0468552537164443	0.20113752624033054	0.23295132734435134	0.37096143
2022-12-17T21:55:18.467489	0.0037097141661080134	0.3221366136320374	0.011515965615586493	0.37030628
2022-12-17T21:55:19.501473900	0.00251607413080629	0.257369550831131	0.009776114239936537	0.37031806
2022-12-17T21:55:20.537504400	0.001256843745453242	0.2469743903182038	0.005088963855053612	0.370526
2022-12-17T21:55:21.576496500	0.0025087957979267987	0.4658345667050168	0.005385593893712612	0.36744317
2022-12-17T21:55:22.604106200	0.0012658672510412192	0.3317349178758604	0.0038158999334369846	0.365965
2022-12-17T21:55:23.643106100	0.0025112508861300327	0.26749837148210065	0.009387910932751492	0.36668706
2022-12-17T21:55:24.671599	0.002529562286160922	0.5670635508798569	0.004460809167219526	0.36561653
2022-12-17T21:55:25.727606800	0.0012365413259312742	0.6603519872605261	0.0018725488069795515	0.3643328
2022-12-17T21:55:26.765605200	0.0025015935751456133	0.5779561291408516	0.004328345092324402	0.36297187
2022-12-17T21:55:27.803617300	0.001254413125729366	0.3820940326886326	0.0032829958555034115	0.3639675
2022-12-17T21:55:28.882614800	0.004844937804331861	0.552168080685388	0.008774389490819535	0.36375055
2022-12-17T21:55:29.915603200	0.0025161222647657566	0.6302448016952099	0.003992293562752094	0.36233202
2022-12-17T21:55:30.938767300	0.002540306659641926	0.6164856560007712	0.004120625735432761	0.3606354
2022-12-17T21:55:31.979952500	0.0012517533359046149	0.39625834733208976	0.0031589324094555057	0.36196974
2022-12-17T21:55:33.021467900	0.002500364773216035	0.5114950711085211	0.0048883457817046035	0.36201334
2022-12-17T21:55:34.054135400	0.0025193502220897915	0.6483509159498972	0.0038857818507107345	0.36115
2022-12-17T21:55:35.120142200	0.0036781568284151725	0.5713545633767649	0.006437608210699995	0.35810977
2022-12-17T21:55:36.195148300	0.003647275563351764	0.3837346004433011	0.00950468255700249	0.36027586
2022-12-17T21:55:37.231131	0.0024944588689355595	0.5370791470632517	0.004644490262888177	0.36057052
2022-12-17T21:55:38.270129800	0.002508791205791687	0.6127517778470337	0.0040943026140317085	0.3598412
2022-12-17T21:55:39.300153900	0.0025258239431685896	0.5873044590748908	0.0043007062250935615	0.3573559
2022-12-17T21:55:40.336163400	0.0012568375582862942	0.3879957071570883	0.0032393078972325763	0.36015788
2022-12-17T21:55:41.372157700	0.0012568317351259897	0.5215906033472683	0.002409613453655735	0.36104676
2022-12-17T21:55:42.410139300	0.00250891205705258	0.5835387019240728	0.004299478421534117	0.36015937
2022-12-17T21:55:43.455227100	0.0024918116279077926	0.6247601325531471	0.003988429315623495	0.3606329
2022-12-17T21:55:44.479270800	0.0012715088849867197	0.4118395929847942	0.003087388649963205	0.35990107
2022-12-17T21:55:45.510325800	0.002528141654891594	0.45962193238983085	0.005500480888164703	0.35961396
2022-12-17T21:55:46.546323900	0.002513743783531733	0.6301304559169609	0.0039892434335264005	0.35908884
2022-12-17T21:55:47.572327300	0.0012678476434181138	0.6445331657393428	0.001967078981829846	0.3584868
2022-12-17T21:55:48.608312300	0.0025136751165725883	0.4947687115710525	0.00508050541148984	0.357174
2022-12-17T21:55:49.647312900	0.002506389166957729	0.3665194025272476	0.0068383533031962755	0.35866144
2022-12-17T21:55:50.695846200	0.002486051144905708	0.6135923525737932	0.004051633196661663	0.35853967
2022-12-17T21:55:51.766507600	0.004885559100256676	0.5924261753896368	0.008246696893572367	0.35732132
2022-12-17T21:55:52.797901800	0.0025112499174702826	0.5521512110994504	0.004548119911699279	0.35593036
2022-12-17T21:55:53.834131800	0.0025131307664690164	0.3831600646481318	0.006558957987380301	0.35866144
2022-12-17T21:55:54.937129900	0.004743478165307041	0.5400761902531417	0.008782979607161914	0.35873583
2022-12-17T21:55:55.967104700	0.0012592935460726225	0.6684970187653445	0.0018837683799973073	0.35733235
2022-12-17T21:55:57.002117100	0.04906363516645621	0.3005423041695491	0.16325034607699443	0.3559296
2022-12-17T21:55:58.035105300	0.047852617902080626	0.3376468146718147	0.1417238837232696	0.3588759
2022-12-17T21:55:59.070138900	0.044030625138502734	0.20363178907255464	0.21622667727392253	0.3601689
2022-12-17T21:56:00.098161	0.05952915954870173	0.2370130718846275	0.2511640352802108	0.36106455
2022-12-17T21:56:01.127146400	0.05699893684671011	0.21236512448663425	0.26840064716133505	0.36194944
2022-12-17T21:56:02.151571800	0.038057129584903766	0.18662791700527304	0.20391981111715718	0.3623443
2022-12-17T21:56:03.178550300	0.046910138990492026	0.21900329854071998	0.21419832168313152	0.36420676
2022-12-17T21:56:04.214582900	0.04780555166938355	0.20743427495495692	0.23046119875687965	0.36646482
2022-12-17T21:56:05.240580600	0.053301646529893464	0.24055691150085912	0.2215760345331134	0.36743465
2022-12-17T21:56:06.272552200	0.05046949061958705	0.20737267818006244	0.2433757959945148	0.3678558
2022-12-17T21:56:07.302573200	0.04677280470844966	0.2013386237715845	0.23230915078426614	0.36786255
2022-12-17T21:56:08.332572500	0.04167765542255456	0.3615510906090734	0.11527459467026878	0.36830476
2022-12-17T21:56:09.357573500	0.04831845588749174	0.2059844319592581	0.2345733385183629	0.3687963
2022-12-17T21:56:10.390580700	0.05168034762946673	0.1945486931268151	0.26564222457037673	0.36872992
2022-12-17T21:56:11.420574300	0.048038543586893676	0.21495732329268413	0.22347944629681116	0.36937279
2022-12-17T21:56:12.453363	0.04538611749286991	0.1936014675902944	0.23443064795829677	0.369363
2022-12-17T21:56:13.486325700	0.040335904505230114	0.19036631773737234	0.21188572109104492	0.369707
