time	cpu_load	system_cpu_load	java_cpu_load	memory_load
2022-12-17T14:11:30.979986800	0.16487419605953585	0.2960324681923482	0.5569463277670212	0.083793715
2022-12-17T14:11:32.088460500	0.17952233435018414	0.31971979566777253	0.561498964977225	0.0836484
2022-12-17T14:11:33.116151	0.19885216350343285	0.31663969347360166	0.6280076932932327	0.08368974
time	cpu_load	system_cpu_load	memory_load	 Average
2022-12-17T14:11:33.229241800	0.3107973191112408	0.18108289797105093	0.08371061831712723
time	cpu_load	system_cpu_load	memory_load	 Highest
2022-12-17T14:11:33.229241800	0.31971979566777253	0.19885216350343285	0.2960324681923482
time	cpu_load	system_cpu_load	memory_load	 Lowest
2022-12-17T14:11:33.229241800	0.2960324681923482	0.16487419605953585	0.08364839851856232
