time	cpu_load	system_cpu_load	java_cpu_load	memory_load
2022-12-18T00:59:20.048967900	0.041961428151927646	0.14122278493966567	0.2971293065057083	0.37322375
2022-12-18T00:59:21.079967200	0.01095020610151409	0.24595875522518143	0.04452049731463676	0.37290806
2022-12-18T00:59:22.118961900	0.0012532121933913104	0.24880457765269337	0.005036933826598122	0.3728592
2022-12-18T00:59:23.153578100	0.0012585027668696798	0.2316466051954904	0.00543285650919688	0.3711576
2022-12-18T00:59:24.191385800	0.0025093866317096665	0.46043027707532325	0.005450090397289725	0.3678623
2022-12-18T00:59:25.231011600	0.0012524278263316326	0.31925806843262117	0.003922932417903653	0.36769694
2022-12-18T00:59:26.270983600	0.0025064890394482712	0.3145071650807305	0.007969576905521003	0.3661935
2022-12-18T00:59:27.305008200	0.0012580072868290753	0.5663910069454667	0.0022210933284648685	0.36523294
2022-12-18T00:59:28.342012900	0.0025112947187656896	0.3998082922289886	0.006281247206667128	0.36350602
2022-12-18T00:59:29.379011400	0.0025112508861300327	0.2806249407024075	0.008948780104306988	0.36466324
2022-12-18T00:59:30.421996400	0.0024991817878761034	0.45049568962194775	0.00554762641563429	0.36281228
2022-12-18T00:59:31.459007100	0.0025088610564005455	0.5157968278887907	0.004864049022305103	0.36197475
2022-12-18T00:59:32.493128400	0.0012591360900073188	0.4912488134016895	0.002563133091942423	0.36204416
2022-12-18T00:59:33.553156600	0.003698972876313733	0.30699265041887336	0.012049060038625364	0.3628852
2022-12-18T00:59:34.585125100	0.001256850781913215	0.4938273411997067	0.0025451219020393144	0.36054596
2022-12-18T00:59:35.625612500	0.002505205054520958	0.6087633918485262	0.004115236047479524	0.35927072
2022-12-18T00:59:36.658608600	0.0025185922073773844	0.4192035018243325	0.006008041909041118	0.35940626
2022-12-18T00:59:37.725611400	0.0036712782777712873	0.3099958658273225	0.01184299109271446	0.36070478
2022-12-18T00:59:38.752598500	0.002530802990341743	0.5070788524004719	0.004990945645556146	0.35894278
2022-12-18T00:59:39.788597500	0.0012555891193612116	0.5793727379247745	0.002167152572381196	0.35816738
2022-12-18T00:59:40.825623500	0.002511240715239928	0.4532888504771025	0.00554004518883877	0.35845348
2022-12-18T00:59:41.903607500	0.0036270778106962977	0.3389103509787904	0.010702174779321763	0.36067873
2022-12-18T00:59:42.966831400	0.002460842755093086	0.4843910182509122	0.005080281554309047	0.36106482
2022-12-18T00:59:44.003855600	0.003748753974159053	0.5753311667139485	0.00651581939419408	0.35772043
2022-12-18T00:59:45.035943500	0.0025207714796510743	0.510036835203965	0.004942332211443143	0.35837758
2022-12-18T00:59:46.073976800	0.0012543668423406428	0.3508533535306835	0.0035751884076859583	0.36033225
2022-12-18T00:59:47.129949	0.0037133132964136117	0.47967477555975047	0.0077413145022696	0.3607529
2022-12-18T00:59:48.165977500	0.002503953682770206	0.5877798140962845	0.004260019862403835	0.35764652
2022-12-18T00:59:49.216944300	0.0037167507211328947	0.45528161825779456	0.008163630096368958	0.3582879
2022-12-18T00:59:50.252986300	0.0025136081517028236	0.34770235150693096	0.0072291951458163155	0.36081854
2022-12-18T00:59:51.290941500	0.002508913749052875	0.4953112821183298	0.005065327279287565	0.36066547
2022-12-18T00:59:52.330018300	0.002508566936705669	0.5851982059341378	0.004286696218935435	0.35790733
2022-12-18T00:59:53.376685600	0.0037465114882788498	0.4485412716664636	0.008352657213369575	0.35829842
2022-12-18T00:59:54.415346400	0.0012487848224746678	0.3518380860863666	0.0035493167791053907	0.36020875
2022-12-18T00:59:55.474002800	0.0036934192983273926	0.5181535180238049	0.00712804057070536	0.360321
2022-12-18T00:59:56.508027800	0.0025135933519775198	0.5161844008887735	0.004869564728514809	0.35752276
2022-12-18T00:59:57.532998900	0.03556934860368152	0.33376413413125194	0.10657031408202165	0.35818717
2022-12-18T00:59:58.565013400	0.04289811094242026	0.1554735570693555	0.27591901639764865	0.36063313
2022-12-18T00:59:59.593014200	0.03799855564146134	0.12391487362904119	0.3066504813232997	0.36184973
2022-12-18T01:00:00.623014500	0.046773821902438284	0.1597835647730852	0.29273237187356277	0.36187854
2022-12-18T01:00:01.653611400	0.042955159745488754	0.1434190911211426	0.2995079623618977	0.3630558
2022-12-18T01:00:02.675257200	0.03819864901218416	0.13970674808682537	0.27342021437965436	0.3641083
2022-12-18T01:00:03.701794100	0.0443949629180798	0.21353616446373969	0.20790371986670417	0.36472437
2022-12-18T01:00:04.737801	0.04155556572097039	0.1376681180868794	0.3018532271556553	0.36614814
2022-12-18T01:00:05.761809500	0.044460740144109785	0.17163938384221	0.2590357710965861	0.36556816
2022-12-18T01:00:06.785796200	0.045776478946481805	0.1386253912622648	0.3302171307122046	0.36614564
2022-12-18T01:00:07.816811400	0.03788801326558156	0.14571705364759913	0.26001083824553306	0.3666342
2022-12-18T01:00:08.847070500	0.054344921243764784	0.15704404174899778	0.3460489212995666	0.36722872
2022-12-18T01:00:09.882077300	0.04029613468193213	0.29779390832250296	0.1353155103437928	0.3630846
2022-12-18T01:00:10.906081200	0.04568667140216122	0.2135056709387103	0.2139834094396312	0.36262515
2022-12-18T01:00:11.938141900	0.04424395652027162	0.1497177239601244	0.29551582371139634	0.36295384
2022-12-18T01:00:12.961693500	0.04316718650928767	0.14939144394970716	0.2889535395602707	0.36327553
2022-12-18T01:00:13.992755300	0.05435582656113333	0.1682006320064705	0.32316065589481446	0.36652923
2022-12-18T01:00:15.020760	0.0506647063559547	0.17668777459010176	0.2867470965294109	0.3665693
