time	cpu_load	system_cpu_load	java_cpu_load	memory_load
2022-12-18T03:25:22.127625700	0.27142905480831425	0.5438720429996456	0.49906785668056686	0.21203122
2022-12-18T03:25:23.170676500	0.25465751213056564	0.7246238911978553	0.3514340545818859	0.21104911
2022-12-18T03:25:24.220689100	0.2269312603218754	0.8525473960202388	0.26618022808023245	0.21088727
time	cpu_load	system_cpu_load	memory_load	 Average
2022-12-18T03:25:24.501680500	0.7070144434059132	0.25100594242025176	0.21132253110408783
time	cpu_load	system_cpu_load	memory_load	 Highest
2022-12-18T03:25:24.501680500	0.8525473960202388	0.2269312603218754	0.5438720429996456
time	cpu_load	system_cpu_load	memory_load	 Lowest
2022-12-18T03:25:24.501680500	0.5438720429996456	0.27142905480831425	0.21088726818561554
startTime	endTime	duration2022-12-18T03:25:22.087599700	2022-12-18T03:25:24.500676700	00:00:02
